269 5.2376e-05 26 5 0.0127924 1 
261 1.52216e-05 178 5 0.0747644 1 
267 9.80395e-05 5 4 0.0117208 1 
263 6.71254e-06 67 5 0.0683036 1 
263 2.69263e-05 52 5 0.0543843 1 
273 2.19942e-05 161 4 0.0430539 1 
280 4.21469e-05 13 4 0.0205532 1 
279 3.26334e-05 139 5 0.0145573 1 
262 2.49479e-05 4 5 0.0896997 1 
261 1.52216e-05 178 5 0.0747644 1 
261 9.35187e-05 177 5 0.0444366 1 
266 0 17 4 0.0315419 1 
280 4.80999e-06 51 4 0.105066 1 
283 3.26334e-05 545 4 0.00893017 1 
273 3.53329e-05 139 5 0.054361 1 
261 1.5221e-05 27 5 0.109703 1 
259 5.53899e-05 10 5 0.0444014 1 
267 3.25584e-05 548 4 0.0318991 1 
283 3.52524e-05 25 4 0.0968952 1 
284 6.7128e-06 104 5 0.0468406 1 
263 9.80776e-05 67 5 0.143741 1 
259 9.80765e-05 1 5 0.0707821 1 
261 0.000118395 172 4 0.283029 1 
263 2.19342e-05 227 4 0.455491 1 
283 2.49479e-05 50 4 0.326293 1 
287 1.24205e-05 129 4 0.0650664 1 
278 6.73302e-06 7 5 0.0107715 1 
262 2.68505e-05 4 5 0.093629 1 
261 5.54661e-05 171 4 0.0259077 1 
269 2.19336e-05 206 4 0.323436 1 
278 3.52524e-05 65 4 0.177651 1 
291 4.84773e-06 138 4 0.0319343 1 
262 6.61209e-05 20 5 0.20413 1 
252 0.00010619 53 5 0.377555 1 
252 0.000136093 45 5 0.253038 1 
255 0.000326394 46 5 0.0675175 1 
251 6.6592e-05 235 4 0.680349 1 
262 8.91474e-05 61 4 0.218012 1 
264 0.000287871 540 1 0.0634563 1 
281 9.80395e-05 109 4 0.341697 1 
302 4.21469e-05 108 4 0.34594 1 
300 0.000168004 134 4 0.048669 1 
283 0 19 5 0.045769 1 
257 0.000107553 544 5 0.478899 1 
246 0.000234786 34 5 0.362376 1 
254 7.56341e-05 46 5 0.149058 1 
258 0.000188564 21 5 0.0708009 1 
262 0 174 4 0.107923 1 
266 5.70789e-06 29 4 0.323436 1 
276 3.25586e-05 133 4 0.374562 1 
284 5.86246e-05 65 4 0.250621 1 
281 0 18 4 0.0886757 1 
264 4.80981e-06 179 5 0.0259076 1 
261 9.13275e-05 32 5 0.264697 1 
252 0.000158924 146 5 0.457054 1 
240 2.50236e-05 95 5 0.0806102 1 
224 4.56631e-05 77 4 0.120845 1 
252 3.53705e-05 58 4 0.105066 1 
254 4.5664e-05 231 4 0.0982731 1 
257 0.000371015 116 4 0.556516 1 
260 0.000247816 166 4 0.51213 1 
264 0.000158925 71 4 0.251745 1 
258 2.68505e-05 115 4 0.377555 1 
281 0.00010565 24 4 0.500339 1 
300 3.2634e-05 40 4 0.421819 1 
285 6.62346e-05 129 4 0.155939 1 
272 2.86201e-05 6 4 0.00827002 1 
268 5.70789e-06 180 5 0.0793317 1 
259 1.24582e-05 10 5 0.0259077 1 
262 4.21475e-05 174 4 0.0846635 1 
260 6.04136e-05 172 4 0.540427 1 
265 2.85402e-05 169 4 0.22219 1 
268 6.05273e-05 226 4 0.218975 1 
261 1.24586e-05 20 5 0.131142 1 
250 4.80981e-06 54 5 0.506239 1 
228 7.57483e-05 190 5 0.283325 1 
217 0.000152392 75 5 0.222189 1 
231 0.000335155 203 4 0.0654587 1 
258 9.13275e-05 119 4 0.0675175 1 
262 5.55468e-05 174 4 0.0907701 1 
260 1.5221e-05 229 4 0.155861 1 
261 4.84773e-06 115 4 0.472994 1 
270 9.36389e-05 175 4 0.426336 1 
275 6.71262e-06 49 4 0.425113 1 
285 6.62346e-05 129 4 0.155939 1 
292 2.68506e-05 103 5 0.00826997 1 
301 7.56341e-05 135 5 0.0430539 1 
290 0.000298929 1786 5 0.407917 1 
240 8.89525e-05 182 5 0.989587 1 
218 0.00011326 154 5 1.48775 1 
210 4.20715e-05 89 5 1.68681 1 
214 4.21466e-05 187 5 1.54493 1 
195 0 151 5 1.24148 1 
191 6.05267e-05 191 5 0.623602 1 
236 6.05267e-05 55 5 0.113335 1 
245 0.000550078 35 5 0.0654587 1 
252 0.00012674 204 4 0.244153 1 
256 4.80999e-06 59 4 0.610743 1 
259 4.80999e-06 205 4 0.298791 1 
308 2.68505e-05 108 4 0.540531 1 
310 7.56346e-05 210 4 0.712205 1 
341 6.62353e-05 158 4 0.35064 1 
325 0.00015174 105 4 0.0369884 1 
294 3.26342e-05 86 5 0.0179006 1 
286 5.2376e-05 86 5 0.0347566 1 
360 0.000288953 156 4 0.123426 1 
357 4.84773e-06 105 4 0.134811 1 
357 4.84773e-06 105 4 0.134811 1 
314 8.89534e-05 541 4 0.452182 1 
291 0.000166101 212 4 0.447769 1 
291 0.000166101 212 4 0.447769 1 
283 0.000196544 220 4 0.2807 1 
283 0.000153217 220 4 0.252936 1 
269 6.05469e-05 222 4 0.0634563 1 
265 4.56636e-05 222 4 0.0707817 1 
262 3.26338e-05 127 4 0.472993 1 
261 1.5221e-05 172 4 0.416179 1 
257 2.85394e-05 205 4 0.304765 1 
257 9.13275e-05 205 4 0.342284 1 
259 2.19714e-05 120 4 0.0821986 1 
261 5.5546e-05 171 4 0.071676 1 
266 4.21469e-05 548 4 0.102208 1 
271 0 137 4 0.143671 1 
296 2.19339e-05 41 4 0.0618515 1 
294 7.5748e-05 41 4 0.0113635 1 
271 2.20319e-05 7 5 0.0330748 1 
263 2.19338e-05 52 5 0.049045 1 
266 9.34436e-05 29 4 0.417763 1 
270 0.000168194 175 4 0.335359 1 
293 6.71262e-06 123 4 0.0811267 1 
269 5.70789e-06 26 5 0.0179233 1 
261 5.70789e-06 20 5 0.155172 1 
261 0.000151854 48 4 0.236121 1 
279 5.70789e-06 63 4 0.478899 1 
301 7.33052e-05 160 4 0.15844 1 
307 0.000379632 1787 5 0.0864849 1 
268 6.7128e-06 0 5 0.00827002 1 
272 2.19942e-05 176 4 0.149029 1 
292 6.71262e-06 124 4 0.0205496 1 
280 1.24209e-05 42 5 0.031899 1 
269 5.70789e-06 26 5 0.0179233 1 
287 0 31 4 0.033006 1 
281 6.71244e-06 181 5 0.102565 1 
261 2.19723e-05 20 5 0.137929 1 
279 3.26334e-05 139 5 0.0145573 1 
255 1.24203e-05 43 5 0.506974 1 
254 5.23768e-05 43 5 0.49372 1 
249 6.04141e-05 74 5 0.667847 1 
239 0.000174265 147 5 0.696939 1 
234 9.13275e-05 148 5 0.544384 1 
232 1.5221e-05 149 5 0.489719 1 
196 0.000379872 187 5 1.26327 1 
191 3.52526e-05 188 5 1.72212 1 
213 9.13262e-05 89 5 1.55029 1 
230 0.000146954 88 5 1.15325 1 
279 5.23755e-05 87 5 0.335939 1 
409 3.52523e-05 215 4 0.182089 1 
462 0.000658752 1788 4 0.386097 1 
364 0.000326619 209 4 0.281677 1 
340 5.23762e-05 158 4 0.196251 1 
324 2.85398e-05 159 4 0.161959 1 
280 5.8511e-05 51 4 0.0491069 1 
263 5.70789e-06 179 5 0.0242231 1 
261 3.26338e-05 171 4 0.033052 1 
256 9.13262e-05 118 4 0.364696 1 
252 0.000153216 235 4 0.472993 1 
261 2.19336e-05 37 4 0.283776 1 
261 3.52521e-05 223 4 0.0839844 1 
261 1.24205e-05 224 4 0.127596 1 
267 0.00028787 82 4 0.213617 1 
262 5.54653e-05 174 4 0.0621592 1 
262 0.000344668 174 4 0.0279025 1 
262 0.000299171 127 4 0.393663 1 
262 6.75055e-06 174 4 0.0935725 1 
