11 0.0159957 24 0 
7 -0.00235053 57 0 
15 -0.00305386 7 0 
15 0.0107726 33 0 
6 0.0201128 17 0 
19 1.08409 194 0 
12 0.0109691 53 0 
16 -0.00720018 28 0 
3 0.00983289 9 0 
5 0.0149677 35 0 
3 0.06236 52 0 
11 0.00682165 33 0 
7 0.0368536 29 0 
15 -0.00591297 14 0 
17 0.0510252 5 0 
6 0.0132938 50 0 
1 0.135189 15 0 
10 0.00828127 46 0 
6 0.0494627 11 0 
4 0.0225982 63 0 
17 0.0019396 53 0 
17 0.00991282 5 0 
5 0.0268322 4 0 
3 0.0516452 64 0 
13 0.0756187 48 0 
3 0.0139904 22 0 
8 0.0211148 29 0 
6 0.058681 41 0 
17 0.00682499 5 0 
9 0.0176905 13 0 
2 0.0259094 64 0 
4 0.0262101 44 0 
9 0.0303469 53 0 
16 0.0220682 5 0 
11 0.0123792 24 0 
7 0.0516531 58 0 
4 0.0244375 35 0 
2 0.0622569 36 0 
12 -0.00191145 47 0 
1 0.458641 142 0 
13 -0.000127758 41 0 
14 0.016347 3 0 
6 0.0282728 41 0 
2 0.00546589 10 0 
8 -0.00558924 47 0 
8 -0.00150779 11 0 
11 0.0195857 24 0 
13 7.55404e-05 48 0 
17 0.0215419 5 0 
11 0.0137077 24 0 
7 0.00427656 32 0 
1 0.0791341 43 0 
7 0.0114566 32 0 
18 0.0623238 5 0 
10 0.00134574 68 0 
11 0.00875724 24 0 
17 0.0030689 5 0 
8 0.0285819 46 0 
9 -0.00227181 0 0 
3 0.0446066 64 0 
2 0.188206 59 0 
2 0.152162 23 0 
1 0.0662519 69 0 
6 0.0316077 29 0 
4 0.114171 45 0 
4 0.00111987 42 0 
10 -0.00554249 68 0 
16 0.0110572 21 0 
13 0.0522444 67 0 
5 0.0061043 26 0 
7 0.00402416 107 0 
7 -0.00304351 75 0 
8 0.0359897 74 0 
18 -0.00471466 131 0 
12 0.30956 130 0 
8 0.0631994 74 0 
8 0.0287749 74 0 
3 0.029104 89 0 
4 0.0439858 126 0 
2 0.0479575 136 0 
2 0.0341116 75 0 
3 0.0474762 78 0 
3 0.0395609 89 0 
4 0.0622507 86 0 
13 0.009253 117 0 
14 0.0118043 110 0 
9 0.00508256 109 0 
9 0.0118229 103 0 
2 0.0510619 89 0 
5 0.247503 102 0 
3 0.0446585 83 0 
16 -0.00611054 92 0 
18 0.00449723 131 0 
2 0.0319369 81 0 
3 0.0268253 78 0 
7 0.00262114 74 0 
16 0.025642 118 0 
8 0.00232829 115 0 
13 0.0105357 85 0 
15 0.0102613 105 0 
7 0.00158402 133 0 
6 -0.00563329 127 0 
7 0.03234 111 0 
14 -0.00564285 96 0 
16 -0.00423682 92 0 
19 0.00333479 131 0 
21 5.06852 161 0 
8 0.0197622 121 0 
5 0.0359343 84 0 
11 0.0144117 110 0 
15 0.0142984 105 0 
11 0.00179334 96 0 
11 0.00604721 115 0 
1 0.0893595 93 0 
3 0.00509748 89 0 
14 0.00492177 99 0 
5 0.000965763 125 0 
15 -0.00208138 73 0 
18 0.0369519 131 0 
4 0.00183412 108 0 
2 0.0358694 82 0 
12 0.038317 123 0 
7 -0.0083474 133 0 
15 0.0103274 91 0 
2 0.0918636 139 0 
7 0.00891329 126 0 
8 0.0499148 118 0 
9 0.01479 85 0 
3 0.04481 83 0 
2 0.0605111 72 0 
15 0.0268129 91 0 
20 -0.00160297 106 0 
3 0.0617658 133 0 
8 0.0387667 74 0 
2 0.0176623 132 0 
2 0.0856647 132 0 
8 0.0427143 74 0 
2 0.12782 36 0 
2 0.114787 36 0 
6 0.0152081 133 0 
8 0.0339339 196 0 
1 0.0707644 184 0 
4 0.0384025 140 0 
17 0.0120816 150 0 
24 1 2.14748e+09 0 
11 0.00171726 155 0 
2 0.0332883 165 0 
17 0.0124684 194 0 
6 -0.00839215 198 0 
13 0.00206058 190 0 
20 0.00509801 186 0 
2 0.0428444 171 0 
17 -0.0030689 166 0 
10 -0.00433851 169 0 
17 -0.000341204 168 0 
13 0.001353 173 0 
8 -0.00279209 169 0 
17 0.00344278 166 0 
21 -0.00379154 144 0 
17 0.00479275 183 0 
5 -0.00190498 148 0 
22 -0.00106895 144 0 
22 0.0192079 144 0 
17 0.013864 166 0 
7 0.0157751 145 0 
4 0.0727697 199 0 
19 -0.0036785 181 0 
15 0.0154394 208 0 
20 0.019653 144 0 
13 0.0113339 191 0 
6 0.0154521 164 0 
7 0.0369009 145 0 
17 -0.00450047 168 0 
14 -0.0019869 176 0 
13 0.00379053 190 0 
14 -0.00114072 177 0 
16 0.00372842 159 0 
15 0.0333213 172 0 
15 0.0199029 176 0 
2 0.0312674 165 0 
19 0.0348761 168 0 
20 -0.00110669 182 0 
21 -0.00512462 162 0 
19 -0.000456572 150 0 
4 0.0545086 196 0 
20 0.00723797 158 0 
21 0.00696188 162 0 
13 0.00272059 206 0 
3 0.0587105 170 0 
6 0.00619325 175 0 
15 0.00518583 176 0 
14 0.00013466 172 0 
13 -0.0047542 208 0 
13 -0.00513678 177 0 
20 0.00351547 161 0 
14 0.00734081 181 0 
12 0.00599703 200 0 
4 0.0338995 195 0 
7 0.0235524 167 0 
5 0.0464952 198 0 
14 -0.00387003 143 0 
3 0.0159179 199 0 
13 -0.004092 191 0 
2 0.282207 188 0 
14 0.00312297 194 0 
10 0.00504078 208 0 
15 -0.00874149 172 0 
2 0.397077 184 0 
16 0.0223731 185 0 
12 -0.00612342 200 0 
